chr	start	end	targetChr	targetStart	targetEnd
4	135370000	135380000	4	136860000	136870000
4	137120000	137130000	4	137860000	137870000
4	137120000	137130000	4	138090000	138100000
4	137820000	137830000	4	138670000	138680000
4	139020000	139030000	4	139650000	139660000
4	139040000	139050000	4	139520000	139530000
4	139090000	139100000	4	139290000	139300000
4	139390000	139400000	4	139520000	139530000
4	139660000	139670000	4	140360000	140370000
4	139730000	139740000	4	140250000	140260000
4	140150000	140160000	4	140240000	140250000
4	140360000	140370000	4	140850000	140860000
4	141340000	141350000	4	141710000	141720000
4	142120000	142130000	4	142720000	142730000
4	142340000	142350000	4	142720000	142730000
4	143200000	143210000	4	143350000	143360000
4	143200000	143210000	4	143480000	143490000
4	143370000	143380000	4	143460000	143470000
4	143530000	143540000	4	145150000	145160000
4	143550000	143560000	4	145070000	145080000
4	144180000	144190000	4	144560000	144570000
4	144350000	144360000	4	144570000	144580000
1	112720000	112730000	1	112800000	112810000
4	145210000	145220000	4	145600000	145610000
4	109420000	109430000	4	110510000	110520000
4	109720000	109730000	4	110510000	110520000
4	110000000	110010000	4	110510000	110520000
4	110000000	110010000	4	111280000	111290000
4	110000000	110010000	4	111630000	111640000
4	110520000	110530000	4	112030000	112040000
4	111640000	111650000	4	111930000	111940000
4	111640000	111650000	4	112030000	112040000
4	112080000	112090000	4	112520000	112530000
1	113140000	113150000	1	113670000	113680000
4	112080000	112090000	4	112610000	112620000
4	112080000	112090000	4	112760000	112770000
4	112090000	112100000	4	112240000	112250000
4	112320000	112330000	4	112520000	112530000
4	112320000	112330000	4	112610000	112620000
4	112630000	112640000	4	112760000	112770000
4	113270000	113280000	4	114680000	114690000
4	113270000	113280000	4	113910000	113920000
4	113280000	113290000	4	114370000	114380000
4	113390000	113400000	4	114690000	114700000
1	113810000	113820000	1	113930000	113940000
4	113390000	113400000	4	113920000	113930000
4	113390000	113400000	4	114370000	114380000
4	113550000	113560000	4	113750000	113760000
4	113770000	113780000	4	114380000	114390000
4	113950000	113960000	4	114370000	114380000
4	113950000	113960000	4	114680000	114690000
4	114390000	114400000	4	114680000	114690000
4	115090000	115100000	4	115530000	115540000
4	115090000	115100000	4	115850000	115860000
4	115230000	115240000	4	115530000	115540000
1	113970000	113980000	1	114420000	114430000
4	115230000	115240000	4	115850000	115860000
4	116360000	116370000	4	118220000	118230000
4	118750000	118760000	4	120040000	120050000
4	118760000	118770000	4	118960000	118970000
4	118970000	118980000	4	120050000	120060000
1	28890000	28900000	1	29190000	29200000
1	113980000	113990000	1	114280000	114290000
4	119220000	119230000	4	120050000	120060000
4	119550000	119560000	4	120040000	120050000
4	119630000	119640000	4	120040000	120050000
4	120070000	120080000	4	121090000	121100000
4	120070000	120080000	4	121710000	121720000
4	120150000	120160000	4	121090000	121100000
4	120150000	120160000	4	121720000	121730000
4	121370000	121380000	4	121730000	121740000
4	121460000	121470000	4	122930000	122940000
1	114970000	114980000	1	115110000	115120000
4	121470000	121480000	4	121650000	121660000
4	121470000	121480000	4	121730000	121740000
4	121810000	121820000	4	122570000	122580000
4	121890000	121900000	4	122570000	122580000
4	121890000	121900000	4	122720000	122730000
4	122750000	122760000	4	122910000	122920000
1	115140000	115150000	1	115590000	115600000
4	123100000	123110000	4	123770000	123780000
4	123100000	123110000	4	124310000	124320000
4	123120000	123130000	4	123660000	123670000
4	123110000	123120000	4	124110000	124120000
4	123350000	123360000	4	124110000	124120000
4	123390000	123400000	4	123650000	123660000
4	123770000	123780000	4	124100000	124110000
4	123770000	123780000	4	124260000	124270000
4	124330000	124340000	4	125260000	125270000
1	116140000	116150000	1	116490000	116500000
4	124700000	124710000	4	125260000	125270000
4	125310000	125320000	4	126400000	126410000
4	125310000	125320000	4	126600000	126610000
4	126220000	126230000	4	127400000	127410000
4	127180000	127190000	4	127400000	127410000
4	127180000	127190000	4	127470000	127480000
4	127180000	127190000	4	127530000	127540000
4	90420000	90430000	4	92160000	92170000
4	90420000	90430000	4	92380000	92390000
1	116140000	116150000	1	117050000	117060000
4	91110000	91120000	4	92380000	92390000
4	93790000	93800000	4	94380000	94390000
4	93790000	93800000	4	94590000	94600000
4	94300000	94310000	4	94590000	94600000
4	94400000	94410000	4	94590000	94600000
4	94420000	94430000	4	95110000	95120000
4	94620000	94630000	4	95100000	95110000
4	94620000	94630000	4	94730000	94740000
4	94750000	94760000	4	95090000	95100000
4	94900000	94910000	4	95070000	95080000
1	116730000	116740000	1	116820000	116830000
4	95160000	95170000	4	96030000	96040000
4	95160000	95170000	4	96350000	96360000
4	98150000	98160000	4	99400000	99410000
4	98140000	98150000	4	99050000	99060000
4	98150000	98160000	4	98830000	98840000
4	98470000	98480000	4	98830000	98840000
4	99560000	99570000	4	99800000	99810000
4	99560000	99570000	4	99880000	99890000
4	100420000	100430000	4	102270000	102280000
1	116730000	116740000	1	117040000	117050000
4	101170000	101180000	4	102270000	102280000
4	102440000	102450000	4	102600000	102610000
4	102620000	102630000	4	103000000	103010000
4	103200000	103210000	4	103920000	103930000
4	104060000	104070000	4	104850000	104860000
4	104690000	104700000	4	104850000	104860000
4	105140000	105150000	4	105460000	105470000
1	117070000	117080000	1	117890000	117900000
4	106260000	106270000	4	106500000	106510000
4	106360000	106370000	4	106810000	106820000
4	106370000	106380000	4	106890000	106900000
4	107750000	107760000	4	107910000	107920000
4	108010000	108020000	4	108640000	108650000
4	108010000	108020000	4	108780000	108790000
4	108010000	108020000	4	109400000	109410000
4	108040000	108050000	4	108140000	108150000
4	108150000	108160000	4	108560000	108570000
1	117510000	117520000	1	117890000	117900000
4	108160000	108170000	4	108520000	108530000
4	108680000	108690000	4	109400000	109410000
4	108830000	108840000	4	109400000	109410000
4	181130000	181140000	4	182930000	182940000
4	181140000	181150000	4	182800000	182810000
4	181560000	181570000	4	182920000	182930000
4	182470000	182480000	4	182800000	182810000
1	117520000	117530000	1	117750000	117760000
4	182470000	182480000	4	182920000	182930000
4	182940000	182950000	4	183250000	183260000
4	183070000	183080000	4	183250000	183260000
4	183470000	183480000	4	183670000	183680000
4	183830000	183840000	4	184240000	184250000
4	184260000	184270000	4	184540000	184550000
4	184260000	184270000	4	184990000	185000000
4	184740000	184750000	4	184980000	184990000
1	29240000	29250000	1	30380000	30390000
1	117530000	117540000	1	117670000	117680000
4	185020000	185030000	4	186040000	186050000
4	185640000	185650000	4	186020000	186030000
4	186290000	186300000	4	186580000	186590000
4	186720000	186730000	4	186930000	186940000
4	189210000	189220000	4	189790000	189800000
4	163470000	163480000	4	164730000	164740000
4	163480000	163490000	4	165090000	165100000
4	163550000	163560000	4	165090000	165100000
4	163550000	163560000	4	164740000	164750000
4	163560000	163570000	4	164010000	164020000
1	118150000	118160000	1	119270000	119280000
4	164770000	164780000	4	165080000	165090000
4	164770000	164780000	4	165460000	165470000
4	164780000	164790000	4	164910000	164920000
4	165120000	165130000	4	165460000	165470000
4	165510000	165520000	4	166250000	166260000
4	165530000	165540000	4	166090000	166100000
4	166160000	166170000	4	167620000	167630000
4	166160000	166170000	4	168070000	168080000
4	167010000	167020000	4	167620000	167630000
1	73840000	73850000	1	74690000	74700000
4	167020000	167030000	4	168070000	168080000
4	167030000	167040000	4	167220000	167230000
4	168180000	168190000	4	168910000	168920000
4	168180000	168190000	4	169560000	169570000
4	168510000	168520000	4	168910000	168920000
4	168920000	168930000	4	169480000	169490000
4	168920000	168930000	4	169560000	169570000
4	168970000	168980000	4	169510000	169520000
4	169010000	169020000	4	169480000	169490000
4	169800000	169810000	4	170040000	170050000
1	74480000	74490000	1	74690000	74700000
4	170260000	170270000	4	170370000	170380000
4	170980000	170990000	4	171780000	171790000
4	171840000	171850000	4	172820000	172830000
4	173010000	173020000	4	173410000	173420000
4	173010000	173020000	4	173270000	173280000
4	173320000	173330000	4	173410000	173420000
4	173320000	173330000	4	173490000	173500000
4	173330000	173340000	4	174290000	174300000
4	173500000	173510000	4	174120000	174130000
1	74770000	74780000	1	75200000	75210000
4	173510000	173520000	4	174300000	174310000
4	173520000	173530000	4	174210000	174220000
4	174360000	174370000	4	174630000	174640000
4	174360000	174370000	4	174710000	174720000
4	174360000	174370000	4	175530000	175540000
4	175540000	175550000	4	176340000	176350000
4	175950000	175960000	4	176340000	176350000
4	176030000	176040000	4	176340000	176350000
4	176150000	176160000	4	176330000	176340000
4	176370000	176380000	4	177040000	177050000
1	75250000	75260000	1	75630000	75640000
4	176370000	176380000	4	177330000	177340000
4	177050000	177060000	4	177330000	177340000
4	177550000	177560000	4	179300000	179310000
4	178580000	178590000	4	179300000	179310000
4	179860000	179870000	4	180650000	180660000
4	179870000	179880000	4	180020000	180030000
4	179870000	179880000	4	180150000	180160000
4	180660000	180670000	4	181520000	181530000
4	181140000	181150000	4	181520000	181530000
1	75900000	75910000	1	77130000	77140000
4	145200000	145210000	4	146920000	146930000
4	145950000	145960000	4	146910000	146920000
4	145960000	145970000	4	147100000	147110000
4	146240000	146250000	4	146920000	146930000
4	146240000	146250000	4	147090000	147100000
4	147150000	147160000	4	147580000	147590000
4	147510000	147520000	4	147860000	147870000
4	147600000	147610000	4	147860000	147870000
4	147710000	147720000	4	147860000	147870000
4	147930000	147940000	4	149260000	149270000
1	75990000	76000000	1	77130000	77140000
4	148030000	148040000	4	149900000	149910000
4	148050000	148060000	4	148430000	148440000
4	148040000	148050000	4	149260000	149270000
4	148440000	148450000	4	149020000	149030000
4	149370000	149380000	4	149890000	149900000
4	149990000	150000000	4	150860000	150870000
4	150000000	150010000	4	150210000	150220000
4	150290000	150300000	4	150860000	150870000
4	151110000	151120000	4	152510000	152520000
4	151110000	151120000	4	152380000	152390000
1	76050000	76060000	1	77120000	77130000
4	151270000	151280000	4	152380000	152390000
4	151360000	151370000	4	152380000	152390000
4	151600000	151610000	4	152370000	152380000
4	151750000	151760000	4	152360000	152370000
4	152060000	152070000	4	152340000	152350000
4	152430000	152440000	4	153110000	153120000
4	152840000	152850000	4	153120000	153130000
4	152840000	152850000	4	153310000	153320000
4	153140000	153150000	4	153320000	153330000
4	153140000	153150000	4	153570000	153580000
1	76150000	76160000	1	77120000	77130000
4	153140000	153150000	4	153640000	153650000
4	153140000	153150000	4	153750000	153760000
4	153340000	153350000	4	153570000	153580000
4	153630000	153640000	4	153750000	153760000
4	153780000	153790000	4	154320000	154330000
4	153780000	153790000	4	154510000	154520000
4	153780000	153790000	4	154620000	154630000
4	154320000	154330000	4	154620000	154630000
4	154330000	154340000	4	154500000	154510000
4	154550000	154560000	4	155360000	155370000
1	29240000	29250000	1	30690000	30700000
1	76210000	76220000	1	76290000	76300000
4	154800000	154810000	4	155790000	155800000
4	154810000	154820000	4	155360000	155370000
4	155400000	155410000	4	155940000	155950000
4	155440000	155450000	4	155780000	155790000
4	155520000	155530000	4	155770000	155780000
4	155810000	155820000	4	155940000	155950000
4	156150000	156160000	4	157970000	157980000
4	156170000	156180000	4	156370000	156380000
4	157210000	157220000	4	157970000	157980000
4	157210000	157220000	4	158160000	158170000
1	76330000	76340000	1	77120000	77130000
4	158260000	158270000	4	158620000	158630000
4	158260000	158270000	4	159450000	159460000
4	158660000	158670000	4	159450000	159460000
4	158720000	158730000	4	159190000	159200000
4	158730000	158740000	4	158840000	158850000
4	158850000	158860000	4	159440000	159450000
4	158860000	158870000	4	159180000	159190000
4	159200000	159210000	4	159440000	159450000
4	159490000	159500000	4	161320000	161330000
1	76900000	76910000	1	77120000	77130000
4	161250000	161260000	4	162450000	162460000
4	161320000	161330000	4	162460000	162470000
4	161560000	161570000	4	162450000	162460000
4	162500000	162510000	4	163540000	163550000
4	163150000	163160000	4	163510000	163520000
5	36730000	36740000	5	38190000	38200000
5	37030000	37040000	5	38950000	38960000
1	77150000	77160000	1	77530000	77540000
5	37180000	37190000	5	38960000	38970000
5	37320000	37330000	5	38950000	38960000
5	37330000	37340000	5	38190000	38200000
5	37500000	37510000	5	38180000	38190000
5	38200000	38210000	5	38810000	38820000
5	38430000	38440000	5	38800000	38810000
5	38430000	38440000	5	38660000	38670000
5	38990000	39000000	5	39560000	39570000
5	39000000	39010000	5	39280000	39290000
5	39150000	39160000	5	39280000	39290000
1	77150000	77160000	1	77890000	77900000
5	39370000	39380000	5	39550000	39560000
5	39580000	39590000	5	40690000	40700000
5	39580000	39590000	5	40870000	40880000
5	39710000	39720000	5	40710000	40720000
5	39940000	39950000	5	40710000	40720000
5	40020000	40030000	5	40690000	40700000
5	40750000	40760000	5	40870000	40880000
5	41850000	41860000	5	42050000	42060000
1	78130000	78140000	1	78670000	78680000
5	41850000	41860000	5	42660000	42670000
5	41860000	41870000	5	42880000	42890000
5	42510000	42520000	5	42650000	42660000
5	42660000	42670000	5	42880000	42890000
5	43110000	43120000	5	43300000	43310000
5	44530000	44540000	5	44770000	44780000
5	45030000	45040000	5	45780000	45790000
5	50950000	50960000	5	52560000	52570000
5	50960000	50970000	5	52650000	52660000
1	78140000	78150000	1	78600000	78610000
5	50960000	50970000	5	52000000	52010000
5	52000000	52010000	5	52560000	52570000
5	52690000	52700000	5	52910000	52920000
5	52940000	52950000	5	53090000	53100000
5	52950000	52960000	5	54220000	54230000
5	53110000	53120000	5	54220000	54230000
5	53120000	53130000	5	54480000	54490000
5	53440000	53450000	5	54210000	54220000
5	53480000	53490000	5	54210000	54220000
5	54240000	54250000	5	54490000	54500000
1	78840000	78850000	1	79350000	79360000
5	54240000	54250000	5	55150000	55160000
5	54250000	54260000	5	54420000	54430000
5	54250000	54260000	5	54860000	54870000
5	54510000	54520000	5	54850000	54860000
5	54510000	54520000	5	55150000	55160000
5	54900000	54910000	5	55150000	55160000
5	55180000	55190000	5	55690000	55700000
5	55180000	55190000	5	55920000	55930000
5	55330000	55340000	5	55690000	55700000
5	55400000	55410000	5	55690000	55700000
1	78840000	78850000	1	80210000	80220000
5	22890000	22900000	5	23130000	23140000
5	23820000	23830000	5	24630000	24640000
5	25860000	25870000	5	26330000	26340000
5	25860000	25870000	5	26480000	26490000
5	28340000	28350000	5	28760000	28770000
5	30030000	30040000	5	31230000	31240000
5	30390000	30400000	5	31230000	31240000
5	31570000	31580000	5	32080000	32090000
5	31580000	31590000	5	31810000	31820000
5	31810000	31820000	5	32080000	32090000
1	83910000	83920000	1	84630000	84640000
5	32230000	32240000	5	32600000	32610000
5	32230000	32240000	5	32320000	32330000
5	32400000	32410000	5	32590000	32600000
5	32480000	32490000	5	32590000	32600000
5	32700000	32710000	5	33390000	33400000
5	33440000	33450000	5	33960000	33970000
5	33440000	33450000	5	34460000	34470000
5	33990000	34000000	5	34460000	34470000
1	29790000	29800000	1	30690000	30700000
1	83910000	83920000	1	84760000	84770000
5	34470000	34480000	5	35000000	35010000
5	34480000	34490000	5	34900000	34910000
5	35090000	35100000	5	35190000	35200000
5	35650000	35660000	5	35920000	35930000
5	36060000	36070000	5	36400000	36410000
5	36070000	36080000	5	36690000	36700000
5	36170000	36180000	5	36690000	36700000
5	36240000	36250000	5	36690000	36700000
5	36410000	36420000	5	36690000	36700000
1	83910000	83920000	1	84920000	84930000
5	36730000	36740000	5	37000000	37010000
5	36740000	36750000	5	36940000	36950000
5	1670000	1680000	5	2020000	2030000
5	3600000	3610000	5	3860000	3870000
5	3600000	3610000	5	4000000	4010000
5	3600000	3610000	5	4290000	4300000
5	4000000	4010000	5	4290000	4300000
5	4020000	4030000	5	4190000	4200000
5	4520000	4530000	5	4620000	4630000
1	83920000	83930000	1	84120000	84130000
5	4520000	4530000	5	4850000	4860000
5	4870000	4880000	5	5410000	5420000
5	5140000	5150000	5	5410000	5420000
5	5420000	5430000	5	6720000	6730000
5	5480000	5490000	5	6580000	6590000
5	5490000	5500000	5	6730000	6740000
5	5490000	5500000	5	5870000	5880000
5	5490000	5500000	5	6290000	6300000
5	6290000	6300000	5	6570000	6580000
1	84140000	84150000	1	84760000	84770000
5	6290000	6300000	5	6740000	6750000
5	6370000	6380000	5	6730000	6740000
5	6620000	6630000	5	6720000	6730000
5	6800000	6810000	5	7750000	7760000
5	7910000	7920000	5	9200000	9210000
5	8330000	8340000	5	9210000	9220000
5	8750000	8760000	5	9210000	9220000
5	8870000	8880000	5	9200000	9210000
5	10270000	10280000	5	10420000	10430000
1	84140000	84150000	1	84430000	84440000
5	10450000	10460000	5	10620000	10630000
5	10460000	10470000	5	12020000	12030000
5	10700000	10710000	5	12020000	12030000
5	10700000	10710000	5	11490000	11500000
5	10700000	10710000	5	11710000	11720000
5	10860000	10870000	5	11360000	11370000
5	10860000	10870000	5	11490000	11500000
5	10860000	10870000	5	12020000	12030000
5	12290000	12300000	5	13470000	13480000
1	84140000	84150000	1	84620000	84630000
5	12290000	12300000	5	13950000	13960000
5	13970000	13980000	5	15020000	15030000
5	13980000	13990000	5	14360000	14370000
5	13980000	13990000	5	14650000	14660000
5	14110000	14120000	5	14270000	14280000
5	14390000	14400000	5	14640000	14650000
5	14360000	14370000	5	15000000	15010000
5	14690000	14700000	5	15010000	15020000
5	14700000	14710000	5	15990000	16000000
5	15100000	15110000	5	15990000	16000000
1	84140000	84150000	1	84930000	84940000
5	16160000	16170000	5	17200000	17210000
5	16470000	16480000	5	17190000	17200000
5	16480000	16490000	5	16660000	16670000
5	16690000	16700000	5	17190000	17200000
5	16690000	16700000	5	18300000	18310000
5	16780000	16790000	5	17180000	17190000
5	16930000	16940000	5	17180000	17190000
5	17210000	17220000	5	18110000	18120000
5	17210000	17220000	5	18300000	18310000
5	17440000	17450000	5	18290000	18300000
1	84430000	84440000	1	84760000	84770000
5	18390000	18400000	5	18690000	18700000
5	18390000	18400000	5	19600000	19610000
5	55940000	55950000	5	56840000	56850000
5	55940000	55950000	5	57260000	57270000
5	55970000	55980000	5	56190000	56200000
5	56260000	56270000	5	57240000	57250000
5	56270000	56280000	5	56830000	56840000
5	56890000	56900000	5	57230000	57240000
5	57300000	57310000	5	57770000	57780000
1	84770000	84780000	1	84930000	84940000
5	57300000	57310000	5	58850000	58860000
5	57400000	57410000	5	58450000	58460000
5	57490000	57500000	5	58450000	58460000
5	57780000	57790000	5	58450000	58460000
5	57880000	57890000	5	58450000	58460000
5	58480000	58490000	5	58840000	58850000
5	58880000	58890000	5	59000000	59010000
5	58880000	58890000	5	59160000	59170000
5	58880000	58890000	5	59790000	59800000
5	59030000	59040000	5	59130000	59140000
5	59190000	59200000	5	59370000	59380000
5	59190000	59200000	5	59790000	59800000
5	59380000	59390000	5	59790000	59800000
5	59380000	59390000	5	60650000	60660000
5	59390000	59400000	5	59670000	59680000
5	59500000	59510000	5	59660000	59670000
5	59810000	59820000	5	60920000	60930000
5	59810000	59820000	5	60510000	60520000
5	59810000	59820000	5	60580000	60590000
5	59810000	59820000	5	60660000	60670000
1	30720000	30730000	1	30920000	30930000
1	85300000	85310000	1	85690000	85700000
5	59820000	59830000	5	60280000	60290000
5	59820000	59830000	5	60380000	60390000
5	60290000	60300000	5	60650000	60660000
5	60670000	60680000	5	61930000	61940000
5	60680000	60690000	5	60930000	60940000
5	60680000	60690000	5	62320000	62330000
5	60950000	60960000	5	62350000	62360000
5	60960000	60970000	5	61930000	61940000
5	61050000	61060000	5	61650000	61660000
1	85300000	85310000	1	86220000	86230000
5	61050000	61060000	5	61930000	61940000
5	61160000	61170000	5	61320000	61330000
5	61160000	61170000	5	61640000	61650000
5	61330000	61340000	5	61630000	61640000
5	62440000	62450000	5	63400000	63410000
5	62450000	62460000	5	62630000	62640000
5	62450000	62460000	5	64200000	64210000
1	85300000	85310000	1	86360000	86370000
5	64220000	64230000	5	64600000	64610000
5	64630000	64640000	5	64780000	64790000
5	65750000	65760000	5	66150000	66160000
5	65750000	65760000	5	66760000	66770000
5	66170000	66180000	5	66760000	66770000
5	66300000	66310000	5	66760000	66770000
5	67160000	67170000	5	68260000	68270000
1	85310000	85320000	1	85390000	85400000
5	67230000	67240000	5	68260000	68270000
5	68280000	68290000	5	69000000	69010000
5	68290000	68300000	5	68450000	68460000
5	72130000	72140000	5	72300000	72310000
5	72370000	72380000	5	72530000	72540000
5	72920000	72930000	5	73540000	73550000
5	73080000	73090000	5	73450000	73460000
5	73080000	73090000	5	73530000	73540000
5	73210000	73220000	5	73450000	73460000
1	85310000	85320000	1	86010000	86020000
5	73590000	73600000	5	73790000	73800000
5	73580000	73590000	5	74650000	74660000
5	74670000	74680000	5	76250000	76260000
5	74670000	74680000	5	74910000	74920000
5	74760000	74770000	5	74900000	74910000
5	74930000	74940000	5	76240000	76250000
5	75050000	75060000	5	75670000	75680000
5	75050000	75060000	5	76250000	76260000
5	75330000	75340000	5	75680000	75690000
1	85890000	85900000	1	86350000	86360000
5	75730000	75740000	5	76250000	76260000
5	76410000	76420000	5	76530000	76540000
5	76600000	76610000	5	76770000	76780000
5	76870000	76880000	5	77010000	77020000
5	77140000	77150000	5	77430000	77440000
5	77520000	77530000	5	78270000	78280000
5	77540000	77550000	5	78150000	78160000
5	78530000	78540000	5	78960000	78970000
5	79020000	79030000	5	79120000	79130000
5	79020000	79030000	5	79460000	79470000
1	86140000	86150000	1	86350000	86360000
5	79020000	79030000	5	80070000	80080000
5	79020000	79030000	5	80290000	80300000
5	79130000	79140000	5	79460000	79470000
5	79130000	79140000	5	79850000	79860000
5	79130000	79140000	5	80070000	80080000
5	79460000	79470000	5	80070000	80080000
5	79550000	79560000	5	80070000	80080000
5	80090000	80100000	5	80290000	80300000
5	80090000	80100000	5	80660000	80670000
5	80160000	80170000	5	80260000	80270000
1	86380000	86390000	1	87080000	87090000
5	80680000	80690000	5	81290000	81300000
5	80680000	80690000	5	82250000	82260000
5	80690000	80700000	5	81180000	81190000
5	81410000	81420000	5	82240000	82250000
5	81510000	81520000	5	81730000	81740000
5	81760000	81770000	5	81840000	81850000
5	82310000	82320000	5	83560000	83570000
5	82320000	82330000	5	83700000	83710000
5	82350000	82360000	5	83440000	83450000
1	86390000	86400000	1	86500000	86510000
5	82640000	82650000	5	83430000	83440000
5	82640000	82650000	5	83560000	83570000
5	83710000	83720000	5	85050000	85060000
5	83720000	83730000	5	84250000	84260000
5	83920000	83930000	5	85040000	85050000
5	84270000	84280000	5	85040000	85050000
5	86980000	86990000	5	87400000	87410000
5	86980000	86990000	5	88680000	88690000
5	87270000	87280000	5	87380000	87390000
5	87410000	87420000	5	88680000	88690000
1	86500000	86510000	1	87080000	87090000
5	87770000	87780000	5	88700000	88710000
5	88140000	88150000	5	88680000	88690000
5	88680000	88690000	5	90540000	90550000
5	88720000	88730000	5	90390000	90400000
5	88720000	88730000	5	89720000	89730000
5	88720000	88730000	5	90270000	90280000
5	88730000	88740000	5	88810000	88820000
5	88870000	88880000	5	90270000	90280000
5	90870000	90880000	5	91410000	91420000
5	91100000	91110000	5	91400000	91410000
1	30790000	30800000	1	30910000	30920000
1	86830000	86840000	1	86960000	86970000
5	91220000	91230000	5	91390000	91400000
5	110740000	110750000	5	112150000	112160000
5	111150000	111160000	5	112140000	112150000
5	111220000	111230000	5	112150000	112160000
5	111270000	111280000	5	112140000	112150000
5	111540000	111550000	5	112140000	112150000
5	111750000	111760000	5	112140000	112150000
5	112180000	112190000	5	112750000	112760000
1	86830000	86840000	1	87080000	87090000
5	112540000	112550000	5	112750000	112760000
5	112990000	113000000	5	113320000	113330000
5	112990000	113000000	5	113590000	113600000
5	113340000	113350000	5	113500000	113510000
5	113340000	113350000	5	113590000	113600000
5	113610000	113620000	5	114440000	114450000
5	113610000	113620000	5	115060000	115070000
5	113610000	113620000	5	115240000	115250000
5	113680000	113690000	5	114440000	114450000
1	87130000	87140000	1	87950000	87960000
5	113680000	113690000	5	115050000	115060000
5	114450000	114460000	5	115040000	115050000
5	115090000	115100000	5	115580000	115590000
5	115100000	115110000	5	115240000	115250000
5	115300000	115310000	5	115580000	115590000
5	115300000	115310000	5	115830000	115840000
5	115300000	115310000	5	116060000	116070000
5	115620000	115630000	5	115830000	115840000
5	115620000	115630000	5	116060000	116070000
5	115880000	115890000	5	116060000	116070000
1	87140000	87150000	1	88570000	88580000
5	116140000	116150000	5	116940000	116950000
5	116140000	116150000	5	116490000	116500000
5	116580000	116590000	5	116940000	116950000
5	117450000	117460000	5	118950000	118960000
5	118990000	119000000	5	119420000	119430000
5	120050000	120060000	5	120790000	120800000
5	120460000	120470000	5	121940000	121950000
5	121960000	121970000	5	122090000	122100000
5	122190000	122200000	5	123360000	123370000
1	87290000	87300000	1	87950000	87960000
5	122190000	122200000	5	123610000	123620000
5	122500000	122510000	5	123610000	123620000
5	122510000	122520000	5	122800000	122810000
5	122510000	122520000	5	122890000	122900000
5	122510000	122520000	5	123360000	123370000
5	122890000	122900000	5	123350000	123360000
5	123370000	123380000	5	123600000	123610000
5	126340000	126350000	5	126530000	126540000
5	126340000	126350000	5	127490000	127500000
1	87290000	87300000	1	88580000	88590000
5	126540000	126550000	5	127490000	127500000
5	126650000	126660000	5	127490000	127500000
5	126670000	126680000	5	126780000	126790000
5	126800000	126810000	5	127500000	127510000
5	126830000	126840000	5	127310000	127320000
5	127530000	127540000	5	129120000	129130000
5	127560000	127570000	5	128200000	128210000
5	127560000	127570000	5	128500000	128510000
5	127560000	127570000	5	128840000	128850000
5	127870000	127880000	5	128190000	128200000
1	87310000	87320000	1	88870000	88880000
5	128210000	128220000	5	128490000	128500000
5	128210000	128220000	5	128840000	128850000
5	128210000	128220000	5	129760000	129770000
5	128660000	128670000	5	128840000	128850000
5	128900000	128910000	5	129130000	129140000
5	128900000	128910000	5	129760000	129770000
5	129770000	129780000	5	130140000	130150000
5	129770000	129780000	5	131100000	131110000
5	129890000	129900000	5	130140000	130150000
5	129890000	129900000	5	131410000	131420000
1	88180000	88190000	1	88300000	88310000
5	129900000	129910000	5	131100000	131110000
5	130110000	130120000	5	131410000	131420000
5	130120000	130130000	5	131100000	131110000
5	131150000	131160000	5	131400000	131410000
5	131270000	131280000	5	131380000	131390000
5	131430000	131440000	5	132020000	132030000
5	131590000	131600000	5	132000000	132010000
5	131810000	131820000	5	132000000	132010000
1	88660000	88670000	1	88870000	88880000
5	133110000	133120000	5	133270000	133280000
5	133420000	133430000	5	133950000	133960000
5	134030000	134040000	5	134130000	134140000
5	134300000	134310000	5	134580000	134590000
5	134390000	134400000	5	134560000	134570000
5	134920000	134930000	5	135330000	135340000
5	135460000	135470000	5	135550000	135560000
5	135880000	135890000	5	136070000	136080000
5	135880000	135890000	5	136210000	136220000
5	135940000	135950000	5	136070000	136080000
5	137320000	137330000	5	137600000	137610000
5	137630000	137640000	5	138060000	138070000
5	137650000	137660000	5	137740000	137750000
5	137770000	137780000	5	138060000	138070000
5	138180000	138190000	5	138400000	138410000
5	138560000	138570000	5	139370000	139380000
1	20520000	20530000	1	20640000	20650000
1	32510000	32520000	1	32770000	32780000
1	88990000	89000000	1	89450000	89460000
5	138640000	138650000	5	139260000	139270000
5	138800000	138810000	5	139250000	139260000
5	139630000	139640000	5	139760000	139770000
5	139790000	139800000	5	139960000	139970000
5	140070000	140080000	5	140150000	140160000
5	140230000	140240000	5	140720000	140730000
5	140240000	140250000	5	140350000	140360000
5	140370000	140380000	5	140710000	140720000
1	88980000	88990000	1	89600000	89610000
5	141220000	141230000	5	141550000	141560000
5	141340000	141350000	5	141550000	141560000
5	141420000	141430000	5	141540000	141550000
5	141660000	141670000	5	142700000	142710000
5	141670000	141680000	5	142130000	142140000
5	141690000	141700000	5	141880000	141890000
5	141990000	142000000	5	142130000	142140000
5	142150000	142160000	5	142690000	142700000
5	142160000	142170000	5	142540000	142550000
1	88980000	88990000	1	89760000	89770000
5	142730000	142740000	5	142870000	142880000
5	142740000	142750000	5	144160000	144170000
5	142910000	142920000	5	143960000	143970000
5	142920000	142930000	5	143390000	143400000
5	143400000	143410000	5	143820000	143830000
5	144200000	144210000	5	145820000	145830000
1	88980000	88990000	1	89840000	89850000
